domain,publication
https://subscriber.politicopro.com/article,Politico Pro,,,,,,,,,,,,,,,,,,,,
https://subscriber.politicopro.com/article/eenews/,E&E News,,,,,,,,,,,,,,,,,,,,
www.bnnbloomberg.ca,Bloomberg,,,,,,,,,,,,,,,,,,,,
www.bloomberg.com,Bloomberg,,,,,,,,,,,,,,,,,,,,
www.trains.com,Trains Magazine,,,,,,,,,,,,,,,,,,,,
www.utilitydive.com,Utility Dive,,,,,,,,,,,,,,,,,,,,
www.progressiverailroading.com,Progressive Railroading,,,,,,,,,,,,,,,,,,,,
www.eenews.net,E&E News,,,,,,,,,,,,,,,,,,,,
www.cnbc.com,CNBC,,,,,,,,,,,,,,,,,,,,
dailyenergyinsider.com,Daily Energy Insider,,,,,,,,,,,,,,,,,,,,
www.capitaliq.spglobal.com,S&P Global,,,,,,,,,,,,,,,,,,,,
www.reuters.com,Reuters,,,,,,,,,,,,,,,,,,,,
thehill.com,The Hill,,,,,,,,,,,,,,,,,,,,
apnews.com,Associated Press,,,,,,,,,,,,,,,,,,,,
www.axios.com,Axios,,,,,,,,,,,,,,,,,,,,
www.railwayage.com,Railway Age,,,,,,,,,,,,,,,,,,,,
www.forbes.com,Forbes,,,,,,,,,,,,,,,,,,,,
www.nytimes.com,New York Times,,,,,,,,,,,,,,,,,,,,
www.wsj.com,Wall Street Journal,,,,,,,,,,,,,,,,,,,,
www.telecompetitor.com,Telecompetitor,,,,,,,,,,,,,,,,,,,,
broadbandbreakfast.com,Broadband Breakfast,,,,,,,,,,,,,,,,,,,,
www.rigzone.com,Rigzone,,,,,,,,,,,,,,,,,,,,
seekingalpha.com,Seeking Alpha,,,,,,,,,,,,,,,,,,,,
www.canarymedia.com,Canary Media,,,,,,,,,,,,,,,,,,,,
www.hartenergy.com,Hart Energy,,,,,,,,,,,,,,,,,,,,
www.fierce-network.com,Fierce Network,,,,,,,,,,,,,,,,,,,,
www.lightreading.com,Light Reading,,,,,,,,,,,,,,,,,,,,
www.theglobeandmail.com,Globe and Mail (Canada),,,,,,,,,,,,,,,,,,,,
www.argusmedia.com,Argus Media,,,,,,,,,,,,,,,,,,,,
www.masstransitmag.com,Mass Transit,,,,,,,,,,,,,,,,,,,,
www.spglobal.com,S&P Global,,,,,,,,,,,,,,,,,,,,
www.ajot.com,American Journal of Transportation,,,,,,,,,,,,,,,,,,,,
www.cbsnews.com,CBS News,,,,,,,,,,,,,,,,,,,,
www.offshore-energy.biz,Offshore Energy,,,,,,,,,,,,,,,,,,,,
www.politico.com,Politico,,,,,,,,,,,,,,,,,,,,
hoodline.com/news/houston,Hoodline Houston,,,,,,,,,,,,,,,,,,,,
hoodline.com/news/minneapolis,Hoodline Minneapolis,,,,,,,,,,,,,,,,,,,,
www.cnn.com,CNN,,,,,,,,,,,,,,,,,,,,
www.energyintel.com,Energy Intelligence,,,,,,,,,,,,,,,,,,,,
www.click2houston.com,KPRC-TV (TX),,,,,,,,,,,,,,,,,,,,
www.dtnpf.com,Progressive Farmer,,,,,,,,,,,,,,,,,,,,
www.cbc.ca,Canadian Broadcasting Corporation,,,,,,,,,,,,,,,,,,,,
www.bizjournals.com/houston,Houston Business Journal,,,,,,,,,,,,,,,,,,,,
www.foxnews.com,FOX News,,,,,,,,,,,,,,,,,,,,
www.worldfertilizer.com,World Fertilizer,,,,,,,,,,,,,,,,,,,,
www.ft.com,Financial Times (UK),,,,,,,,,,,,,,,,,,,,
www.rtands.com,Railway Track & Structures,,,,,,,,,,,,,,,,,,,,
www.americanbanker.com,American Banker,,,,,,,,,,,,,,,,,,,,
www.hrdive.com,HR Dive,,,,,,,,,,,,,,,,,,,,
news.bloomberglaw.com,Bloomberg,,,,,,,,,,,,,,,,,,,,
www.thefastmode.com,Fast Mode,,,,,,,,,,,,,,,,,,,,
www.cnet.com,CNET,,,,,,,,,,,,,,,,,,,,
www.usatoday.com,USA Today,,,,,,,,,,,,,,,,,,,,
www.upstreamonline.com,Upstream,,,,,,,,,,,,,,,,,,,,
www.fool.com,Motley Fool,,,,,,,,,,,,,,,,,,,,
www.washingtonpost.com,Washington Post,,,,,,,,,,,,,,,,,,,,
www.npr.org,National Public Radio,,,,,,,,,,,,,,,,,,,,
www.tdworld.com,Transmission & Distribution World,,,,,,,,,,,,,,,,,,,,
www.houstonpublicmedia.org,Houston Public Media,,,,,,,,,,,,,,,,,,,,
www.khou.com,KHOU-TV (TX),,,,,,,,,,,,,,,,,,,,
www.foxbusiness.com,FOX Business,,,,,,,,,,,,,,,,,,,,
www.power-eng.com,Power Engineering,,,,,,,,,,,,,,,,,,,,
www.joc.com,Journal of Commerce,,,,,,,,,,,,,,,,,,,,
www.businessinsider.com,Business insider,,,,,,,,,,,,,,,,,,,,
www.cybersecuritydive.com,Cybersecurity Dive,,,,,,,,,,,,,,,,,,,,
abc13.com,KTRK-TV (TX),,,,,,,,,,,,,,,,,,,,
www.chron.com,Chron.com (TX),,,,,,,,,,,,,,,,,,,,
www.powermag.com,Power Magazine,,,,,,,,,,,,,,,,,,,,
www.houstonchronicle.com,Houston Chronicle,,,,,,,,,,,,,,,,,,,,
calgaryherald.com,Calgary�Herald,,,,,,,,,,,,,,,,,,,,
www.rtoinsider.com,RTO Insider,,,,,,,,,,,,,,,,,,,,
www.fiercetelecom.com,Fierce Telecom,,,,,,,,,,,,,,,,,,,,
www.ttnews.com,Transport Topics,,,,,,,,,,,,,,,,,,,,
